#Dates of nodes that didn't have a specified date are inferred from the root-to-tip regression.
name, date, root-to-tip distance, clock-deviation
EPI2703190|A/Snowy_Owl/New_York/USDA-008969-001/2022|H5N1|NA|2.3.4.4b||wild-bird|New_York|2022-03-22, 2022.2205479452055, 0.004585, 0.001130
EPI2704840|A/chicken/Delaware/USDA-006945-004/2022|H5N1|NA|2.3.4.4b|A1|poultry|Delaware|2022-03-07, 2022.1794520547944, 0.003207, -0.000095
EPI2709647|A/Backyard_bird/Michigan/USDA-008890-006/2022|H5N1|NA|2.3.4.4b||wild-bird|Michigan|2022-03-22, 2022.2205479452055, 0.003207, -0.000248
EPI2702396|A/Snow_Goose/North_Dakota/USDA-011035-005/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-04, 2022.2561643835616, 0.003207, -0.000380
EPI2246111|A/duck/Wisconsin/22-012376-002-original/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|Wisconsin|2022-04-21, 2022.3027397260273, 0.003207, -0.000553
EPI2702769|A/Snow_Goose/North_Dakota/USDA-011033-003/2022|H5N1|NA|2.3.4.4b|B3.1|wild-bird|North_Dakota|2022-04-05, 2022.2589041095891, 0.003895, 0.000297
EPI2712583|A/Green-winged_Teal/North_Carolina/USDA-004007-005/2022|H5N1|NA|2.3.4.4b|A1|wild-bird|North_Carolina|2022-01-31, 2022.0835616438355, 0.003895, 0.000949
EPI2709991|A/Backyard_bird/Maine/USDA-008540-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Maine|2022-03-22, 2022.2205479452055, 0.005994, 0.002539
EPI2507012|A/eagle/Virginia/W22-101/2023|H5N1|NA|2.3.4.4b|B1.1|wild-bird|Virginia|2023-01-03, 2023.0068493150684, 0.007352, 0.000974
EPI2456464|A/black_vulture/Virginia/W22-662C/2022|H5N1|NA|2.3.4.4b|B1.1|wild-bird|Virginia|2022-08-22, 2022.6397260273973, 0.004588, -0.000425
EPI2067106|A/turkey/North_Carolina/22-009983-008-original/2022|H5N1|NA|2.3.4.4b||poultry|North_Carolina|2022-03-31, 2022.2452054794521, 0.005294, 0.001747
EPI2181644|A/snow_goose/North_Dakota/N22-06/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-04-08, 2022.2671232876712, 0.003207, -0.000421
EPI2179707|A/chicken/Minnesota/22-010994-002-original/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|Minnesota|2022-04-10, 2022.272602739726, 0.004585, 0.000937
EPI2613605|A/great_horned_owl/New_York/23-005127-001-original/2023|H5N1|NA|2.3.4.4b||wild-bird|New_York|2023-02-10, 2023.1109589041096, 0.007347, 0.000583
EPI2613701|A/peregrine_falcon/New_York/23-005700-001-original/2023|H5N1|NA|2.3.4.4b||wild-bird|New_York|2023-02-13, 2023.1191780821919, 0.006654, -0.000141
EPI2243671|A/turkey/Minnesota/22-011794-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Minnesota|2022-04-16, 2022.2890410958903, 0.003207, -0.000502
EPI2711202|A/Herring_Gull/Wisconsin/USDA-012771-002/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|Wisconsin|2022-04-20, 2022.3, 0.003895, 0.000145
EPI2179715|A/turkey/Minnesota/22-010995-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Minnesota|2022-04-09, 2022.2698630136986, 0.003895, 0.000257
EPI2506877|A/blue-winged_teal/Minnesota/AV22-690/2022|H5N1|NA|2.3.4.4b||wild-bird|Minnesota|2022-09-01, 2022.6671232876713, 0.005276, 0.000161
EPI2260661|A/chicken/South_Dakota/22-037701-001-original/2022|H5N1|NA|2.3.4.4b||poultry|South_Dakota|2022-11-19, 2022.8835616438357, 0.006675, 0.000755
EPI2260549|A/chicken/Iowa/22-035154-002-original/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|Iowa|2022-11-01, 2022.8342465753424, 0.005277, -0.000460
EPI2712080|A/Great_Horned_Owl/Minnesota/USDA-013128-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Minnesota|2022-04-27, 2022.3191780821917, 0.003895, 0.000073
EPI2705638|A/Vulture/Montana/USDA-012936-010/2022|H5N1|NA|2.3.4.4b||wild-bird|Montana|2022-04-24, 2022.3109589041096, 0.005283, 0.001492
EPI2711846|A/goose/Wyoming/USDA-011671-001/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|Wyoming|2022-04-13, 2022.2808219178082, 0.004595, 0.000916
EPI2243410|A/chicken/Idaho/22-011347-002-original/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|Idaho|2022-04-14, 2022.2835616438356, 0.006665, 0.002975
EPI2711897|A/goose/Wyoming/USDA-010373-001/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|Wyoming|2022-03-31, 2022.2452054794521, 0.005283, 0.001736
EPI2709299|A/American_Wigeon/North_Carolina/USDA-001330-031/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Carolina|2022-01-08, 2022.0205479452054, 0.003895, 0.001183
EPI2703722|A/Red-tailed_Hawk/Minnesota/USDA-012668-006/2022|H5N1|NA|2.3.4.4b||wild-bird|Minnesota|2022-04-25, 2022.313698630137, 0.005277, 0.001476
EPI2260525|A/chicken/Maine/22-037360-002-original/2022|H5N1|NA|2.3.4.4b||poultry|Maine|2022-11-16, 2022.8753424657534, 0.005271, -0.000617
EPI2263890|A/chicken/Florida/22-033389-001-original/2022|H5N1|NA|2.3.4.4b|B2.2|poultry|Florida|2022-10-18, 2022.795890410959, 0.005271, -0.000322
EPI2260757|A/chicken/Florida/22-036767-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Florida|2022-11-14, 2022.8698630136987, 0.006653, 0.000785
EPI2260781|A/chicken/North_Dakota/22-036126-001-original/2022|H5N1|NA|2.3.4.4b||poultry|North_Dakota|2022-11-08, 2022.8534246575343, 0.006654, 0.000846
EPI2179731|A/pheasant/South_Dakota/22-011098-001-original/2022|H5N1|NA|2.3.4.4b||wild-bird|South_Dakota|2022-04-12, 2022.2780821917809, 0.003207, -0.000462
EPI2708280|A/Bald_Eagle/Indiana/USDA-010922-001/2022|H5N1|NA|2.3.4.4b|B1.2|wild-bird|Indiana|2022-04-08, 2022.2671232876712, 0.006032, 0.002403
EPI2712768|A/Great_Horned_Owl/Minnesota/USDA-011871-011/2022|H5N1|NA|2.3.4.4b||wild-bird|Minnesota|2022-04-15, 2022.286301369863, 0.005272, 0.001572
EPI2707438|A/Bald_Eagle/Minnesota/USDA-011229-001/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-06, 2022.2616438356165, 0.003894, 0.000287
EPI2053912|A/fox/Minnesota/22-014660-002-original/2022|H5N1|NA|2.3.4.4b|B2.1|mammal|Minnesota|2022-05-10, 2022.354794520548, 0.003894, -0.000060
EPI2708170|A/Bald_Eagle/Minnesota/USDA-012668-010/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-25, 2022.313698630137, 0.003894, 0.000093
EPI2182086|A/bobcat/Wisconsin/22-016051-001-original/2022|H5N1|NA|2.3.4.4b||mammal|Wisconsin|2022-05-24, 2022.3931506849315, 0.003895, -0.000202
EPI2053896|A/fox/Iowa/22-014421-001-original/2022|H5N1|NA|2.3.4.4b|B3.2|mammal|Iowa|2022-05-06, 2022.3438356164384, 0.003895, -0.000018
EPI2246679|A/chicken/Wisconsin/22-013446-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Wisconsin|2022-04-29, 2022.3246575342466, 0.003207, -0.000635
EPI2703929|A/Red-tailed_Hawk/Minnesota/USDA-011871-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Minnesota|2022-04-15, 2022.286301369863, 0.004585, 0.000886
EPI2614285|A/mute_swan/Massachusetts/23-011626-001-original/2023|H5N1|NA|2.3.4.4b|B3.5|wild-bird|Massachusetts|2023-03-29, 2023.2397260273972, 0.008754, 0.001511
EPI2613973|A/peregrine_falcon/New_York/23-009036-001-original/2023|H5N1|NA|2.3.4.4b|B3.5|wild-bird|New_York|2023-03-16, 2023.204109589041, 0.008753, 0.001642
|A/bald_eagle/Virginia/24-006061-001/2024|H5N1|NA||B3.5|wild-bird|Virginia|2023-02-05, 2023.0972602739726, 0.009443, 0.002729
EPI2613613|A/American_crow/New_York/23-005128-001-original/2023|H5N1|NA|2.3.4.4b||wild-bird|New_York|2023-02-13, 2023.1191780821919, 0.010130, 0.003335
EPI2614477|A/red-tailed_hawk/New_York/23-014343-001-original/2023|H5N1|NA|2.3.4.4b|B3.5|wild-bird|New_York|2023-05-01, 2023.3301369863013, 0.010130, 0.002551
EPI2246719|A/turkey/South_Dakota/22-013454-001-original/2022|H5N1|NA|2.3.4.4b||poultry|South_Dakota|2022-04-30, 2022.327397260274, 0.003895, 0.000043
EPI2704152|A/Ross_s_Goose/Missouri/USDA-012338-012/2022|H5N1|NA|2.3.4.4b|B5.1|wild-bird|Missouri|2022-03-01, 2022.16301369863, 0.003895, 0.000654
EPI2702948|A/Snow_Goose/Missouri/USDA-006805-001/2022|H5N1|NA|2.3.4.4b|A1|wild-bird|Missouri|2022-02-23, 2022.1465753424657, 0.003207, 0.000027
EPI2710146|A/American_White_Pelican/Missouri/USDA-006970-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Missouri|2022-02-28, 2022.1602739726027, 0.003207, -0.000024
EPI2705202|A/Ross_s_Goose/North_Dakota/USDA-010036-002/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-03-25, 2022.2287671232878, 0.003207, -0.000278
EPI2016918|A/turkey/South_Dakota/22-008239-001-original/2022|H5N1|NA|2.3.4.4b||poultry|South_Dakota|2022-03-17, 2022.2068493150684, 0.004585, 0.001181
EPI2067314|A/turkey/Minnesota/22-009997-001-original/2022|H5N1|NA|2.3.4.4b|A1|poultry|Minnesota|2022-04-02, 2022.2506849315068, 0.005278, 0.001711
EPI2702567|A/Snow_Goose/North_Dakota/USDA-009399-003/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-03-29, 2022.2397260273972, 0.003895, 0.000369
EPI2263930|A/chicken/Iowa/22-033362-001-original/2022|H5N1|NA|2.3.4.4b|B3.1|poultry|Iowa|2022-10-19, 2022.7986301369863, 0.005278, -0.000326
EPI2258950|A/duck/Minnesota/22-014663-004-original/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|Minnesota|2022-05-10, 2022.354794520548, 0.005272, 0.001318
EPI2704192|A/Ross_s_Goose/South_Dakota/USDA-008384-004/2022|H5N1|NA|2.3.4.4b||wild-bird|South_Dakota|2022-03-16, 2022.204109589041, 0.004582, 0.001188
EPI2263425|A/chicken/Oregon/22-034833-001-original/2022|H5N1|NA|2.3.4.4b|B4.1|poultry|Oregon|2022-10-28, 2022.823287671233, 0.008054, 0.002358
EPI2258998|A/chicken/Washington/22-014744-001-original/2022|H5N1|NA|2.3.4.4b|B4.1|poultry|Washington|2022-05-10, 2022.354794520548, 0.005970, 0.002016
EPI2709181|A/American_Pelican/Montana/USDA-012936-005/2022|H5N1|NA|2.3.4.4b||wild-bird|Montana|2022-04-24, 2022.3109589041096, 0.004584, 0.000793
EPI2614069|A/snowy_egret/California/23-009161-004-original/2023|H5N1|NA|2.3.4.4b|B4.1|wild-bird|California|2023-03-16, 2023.204109589041, 0.007356, 0.000245
EPI2298228|A/Canada_goose/California/246038/2022|H5N1|NA|2.3.4.4b|B4.1|wild-bird|California|2022-07-05, 2022.5082191780823, 0.004582, 0.000057
EPI2263393|A/chicken/Oregon/22-030743-001-original/2022|H5N1|NA|2.3.4.4b|B4.1|poultry|Oregon|2022-09-28, 2022.7410958904109, 0.005964, 0.000574
EPI2510298|A/American_green-winged_teal/Texas/UGAI22-3462/2022|H5N1|NA|2.3.4.4b|B3.2|wild-bird|Texas|2022-09-21, 2022.7219178082191, 0.005307, -0.000012
EPI2259422|A/chicken/Idaho/22-015654-001-original/2022|H5N1|NA|2.3.4.4b|B3.2|poultry|Idaho|2022-05-17, 2022.3739726027397, 0.003221, -0.000805
EPI2614013|A/sanderling/Oregon/23-008234-001-original/2023|H5N1|NA|2.3.4.4b|B3.2|wild-bird|Oregon|2023-02-04, 2023.0945205479452, 0.007489, 0.000785
EPI2614245|A/peregrine_falcon/California/23-011277-001-original/2023|H5N1|NA|2.3.4.4b||wild-bird|California|2023-03-30, 2023.2424657534248, 0.008081, 0.000827
EPI2689436|A/blue_winged_teal/Louisiana/CEIRR-3834/2022|H5N1|NA|2.3.4.4b||wild-bird|Louisiana|2022-09-14, 2022.7027397260274, 0.006687, 0.001440
EPI2613805|A/red-tailed_hawk/California/23-006644-003-original/2023|H5N1|NA|2.3.4.4b||wild-bird|California|2023-02-14, 2023.1219178082192, 0.005976, -0.000829
EPI2614141|A/Western_screech_owl/Washington/23-010027-001-original/2023|H5N1|NA|2.3.4.4b|B3.2|wild-bird|Washington|2023-03-23, 2023.2232876712328, 0.007370, 0.000188
EPI2506894|A/blue-winged_teal/Texas/UGAI22-2966/2022|H5N1|NA|2.3.4.4b||wild-bird|Texas|2022-09-01, 2022.6671232876713, 0.005978, 0.000863
EPI2260629|A/striped_skunk/Idaho/22-037165-002-original/2022|H5N1|NA|2.3.4.4b||mammal|Idaho|2022-11-04, 2022.8424657534247, 0.005290, -0.000477
EPI2614573|A/Cooper_s_hawk/Montana/23-016105-001-original/2023|H5N1|NA|2.3.4.4b||wild-bird|Montana|2023-04-16, 2023.2890410958903, 0.008806, 0.001379
EPI2260597|A/turkey/South_Dakota/22-037933-001-original/2022|H5N1|NA|2.3.4.4b||poultry|South_Dakota|2022-11-22, 2022.8917808219178, 0.004599, -0.001351
EPI2263593|A/chicken/Wisconsin/22-034812-002-original/2022|H5N1|NA|2.3.4.4b|B3.2|poultry|Wisconsin|2022-10-31, 2022.831506849315, 0.005286, -0.000440
EPI2506886|A/red-tailed_hawk/Kentucky/W23-143/2022|H5N1|NA|2.3.4.4b|B3.2|wild-bird|Kentucky|2022-12-22, 2022.9739726027397, 0.004595, -0.001660
EPI2263753|A/turkey/Minnesota/22-033929-001-original/2022|H5N1|NA|2.3.4.4b|B3.2|poultry|Minnesota|2022-10-23, 2022.809589041096, 0.005980, 0.000335
|A/snow_goose/California/24-004881-002/2024|H5N1|NA||B3.2|wild-bird|California|2024-01-18, 2024.0478142076502, 0.005283, -0.004964
EPI2614381|A/barn_owl/Idaho/23-013072-002-original/2023|H5N1|NA|2.3.4.4b|B3.2|wild-bird|Idaho|2023-04-18, 2023.2945205479452, 0.005283, -0.002164
EPI2260789|A/domestic_goose/Tennessee/22-036130-001-original/2022|H5N1|NA|2.3.4.4b|B3.2|poultry|Tennessee|2022-11-09, 2022.8561643835617, 0.005977, 0.000159
EPI2264274|A/chicken/Arkansas/22-031667-003-original/2022|H5N1|NA|2.3.4.4b|B3.2|poultry|Arkansas|2022-10-06, 2022.7630136986302, 0.005283, -0.000189
|A/snow_goose/California/24-004881-004/2024|H5N1|NA||B3.2|wild-bird|California|2024-01-18, 2024.0478142076502, 0.006670, -0.003577
EPI2263609|A/mallard/Texas/22-035744-001-original/2022|H5N1|NA|2.3.4.4b|B3.2|wild-bird|Texas|2022-10-31, 2022.831506849315, 0.005289, -0.000437
EPI2263705|A/turkey/Minnesota/22-034260-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Minnesota|2022-10-25, 2022.8150684931506, 0.007358, 0.001693
EPI2263994|A/chicken/Florida/22-032963-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Florida|2022-10-11, 2022.7767123287672, 0.005976, 0.000454
EPI2759082|A/Caspian_tern/Washington/23-025001-001-original/2023|H5N1|NA|2.3.4.4b|B3.2|wild-bird|Washington|2023-08-11, 2023.609589041096, 0.009435, 0.000817
EPI2759034|A/Caspian_tern/Oregon/23-018836-002-original/2023|H5N1|NA|2.3.4.4b||wild-bird|Oregon|2023-06-15, 2023.4534246575342, 0.010811, 0.002774
EPI2759066|A/Caspian_tern/Washington/23-023703-002-original/2023|H5N1|NA|2.3.4.4b||wild-bird|Washington|2023-07-31, 2023.5794520547945, 0.010122, 0.001616
EPI2614029|A/red-tailed_hawk/Colorado/23-008901-001-original/2023|H5N1|NA|2.3.4.4b|B3.2|wild-bird|Colorado|2023-03-15, 2023.2013698630137, 0.009426, 0.002325
EPI2613837|A/red-tailed_hawk/Colorado/23-006671-001-original/2023|H5N1|NA|2.3.4.4b|B3.2|wild-bird|Colorado|2023-02-18, 2023.1328767123289, 0.009420, 0.002573
EPI2613957|A/great_horned_owl/Colorado/23-007956-001-original/2023|H5N1|NA|2.3.4.4b|B3.2|wild-bird|Colorado|2023-03-07, 2023.1794520547944, 0.010114, 0.003094
EPI2263962|A/chicken/Montana/22-033348-001-original/2022|H5N1|NA|2.3.4.4b|B3.2|poultry|Montana|2022-10-18, 2022.795890410959, 0.004602, -0.000992
EPI2613885|A/crow/Minnesota/23-007350-001-original/2023|H5N1|NA|2.3.4.4b||wild-bird|Minnesota|2023-03-03, 2023.168493150685, 0.009499, 0.002521
|A/turkey/South_Dakota/24-007379-001/2024|H5N1|NA||B3.6|poultry|South_Dakota|2024-03-08, 2024.1844262295083, 0.008741, -0.002014
|A/turkey/South_Dakota/24-007379-002/2024|H5N1|NA||B3.6|poultry|South_Dakota|2024-03-08, 2024.1844262295083, 0.008741, -0.002014
EPI2873600|A/chicken/Minnesota/23-033671-001-original/2023|H5N1|NA|2.3.4.4b||poultry|Minnesota|2023-10-31, 2023.831506849315, 0.008743, -0.000699
|A/cat/Montana/24-009038-001/2024|H5N1|NA||B3.6|domestic-mammal|Montana|2024-03-19, 2024.214480874317, 0.010122, -0.000744
EPI2906325|A/red-tailed_hawk/Montana/23-034855-001-original/2023|H5N1|NA|2.3.4.4b|B3.6|wild-bird|Montana|2023-11-08, 2023.8534246575343, 0.009442, -0.000082
EPI2870305|A/turkey/South_Dakota/23-032362-001-original/2023|H5N1|NA|2.3.4.4b|B3.6|poultry|South_Dakota|2023-10-24, 2023.8123287671233, 0.009430, 0.000059
EPI2868768|A/peacock/Oklahoma/23-031171-001-original/2023|H5N1|NA|2.3.4.4b||poultry|Oklahoma|2023-10-11, 2023.7767123287672, 0.010817, 0.001578
EPI2899749|A/turkey/South_Dakota/23-036673-001-original/2023|H5N1|NA|2.3.4.4b|B3.6|poultry|South_Dakota|2023-11-19, 2023.8835616438357, 0.010818, 0.001182
EPI2906069|A/domestic_goose/South_Dakota/23-035811-003-original/2023|H5N1|NA|2.3.4.4b||poultry|South_Dakota|2023-11-15, 2023.872602739726, 0.008052, -0.001544
|A/turkey/Minnesota/24-007263-001/2024|H5N1|NA||B3.6|poultry|Minnesota|2024-03-07, 2024.181693989071, 0.008052, -0.002693
|A/chicken/Minnesota/24-007263-002/2024|H5N1|NA||B3.6|poultry|Minnesota|2024-03-07, 2024.181693989071, 0.008052, -0.002693
|A/chicken/Minnesota/24-007263-003/2024|H5N1|NA||B3.6|poultry|Minnesota|2024-03-07, 2024.181693989071, 0.008052, -0.002693
EPI2873382|A/king_vulture/Arizona/23-033233-001-original/2023|H5N1|NA|2.3.4.4b|B3.6|wild-bird|Arizona|2023-10-24, 2023.8123287671233, 0.008052, -0.001320
|A/american_crow/Iowa/24-006634-001/2024|H5N1|NA||B3.6|wild-bird|Iowa|2024-03-01, 2024.1653005464482, 0.008052, -0.002632
EPI2873546|A/turkey/South_Dakota/23-033623-001-original/2023|H5N1|NA|2.3.4.4b||poultry|South_Dakota|2023-11-02, 2023.83698630137, 0.011560, 0.002097
|A/great_horned_owl/Oregon/24-006223-001/2024|H5N1|NA||B3.6|wild-bird|Oregon|2024-02-21, 2024.1407103825136, 0.008740, -0.001852
|A/mountain_lion/Montana/24-010315-001/2024|H5N1|NA||B3.6|mammal|Montana|2024-04-01, 2024.25, 0.010839, -0.000159
EPI2899565|A/turkey/Minnesota/23-036928-001-original/2023|H5N1|NA|2.3.4.4b||poultry|Minnesota|2023-11-20, 2023.886301369863, 0.011514, 0.001868
|A/canada_goose/New_Mexico/24-005749-001/2024|H5N1|NA||B3.6|wild-bird|New_Mexico|2024-02-15, 2024.1243169398906, 0.009440, -0.001091
|A/chicken/Oregon/24-007557-001/2024|H5N1|NA||B3.6|poultry|Oregon|2024-03-07, 2024.181693989071, 0.010129, -0.000615
|A/american_wigeon/Ohio/24-008552-021/2024|H5N1|NA||A2|wild-bird|Ohio|2023-11-10, 2023.858904109589, 0.011502, 0.001957
|A/red-tailed_hawk/California/24-003714-001/2024|H5N1|NA||B3.6|wild-bird|California|2024-01-27, 2024.0724043715848, 0.008739, -0.001599
|A/common_raven/California/24-007417-001/2024|H5N1|NA||B3.6|wild-bird|California|2024-02-20, 2024.1379781420765, 0.010866, 0.000284
|A/chicken/Maryland/24-005539-001/2024|H5N1|NA||B3.6|poultry|Maryland|2024-02-16, 2024.127049180328, 0.008739, -0.001802
|A/chicken/Maryland/24-005539-002/2024|H5N1|NA||B3.6|poultry|Maryland|2024-02-16, 2024.127049180328, 0.008739, -0.001802
EPI3052603|A/domestic_goose/California/24-000492-001-original/2024|H5N1|NA|2.3.4.4b|B3.6|poultry|California|2024-01-03, 2024.0068306010928, 0.008739, -0.001355
|A/turkey_vulture/California/24-007419-001/2024|H5N1|NA||B3.6|wild-bird|California|2024-02-20, 2024.1379781420765, 0.010811, 0.000229
|A/harris-hawk/Utah/24-004080-001/2024|H5N1|NA||B3.6|wild-bird|Utah|2024-02-02, 2024.0887978142077, 0.009429, -0.000970
|A/western_sandpiper/Washington/24-004707-001/2024|H5N1|NA||B3.6|wild-bird|Washington|2023-12-12, 2023.9465753424658, 0.010819, 0.000949
|A/chicken/Indiana/24-005716-002/2024|H5N1|NA||B3.6|poultry|Indiana|2024-02-21, 2024.1407103825136, 0.010838, 0.000246
|A/chicken/Indiana/24-005716-003/2024|H5N1|NA||B3.6|poultry|Indiana|2024-02-21, 2024.1407103825136, 0.011525, 0.000934
|A/chicken/Indiana/24-005716-006/2024|H5N1|NA||B3.6|poultry|Indiana|2024-02-21, 2024.1407103825136, 0.011525, 0.000934
|A/red-tailed_hawk/South_Carolina/24-005993-001/2024|H5N1|NA||B3.6|wild-bird|South_Carolina|2024-01-09, 2024.0232240437158, 0.010131, -0.000024
EPI2873438|A/chicken/Oklahoma/23-033090-001-original/2023|H5N1|NA|2.3.4.4b||poultry|Oklahoma|2023-10-27, 2023.8205479452056, 0.009430, 0.000028
|A/snow_goose/Colorado/24-007706-001/2024|H5N1|NA||B3.6|wild-bird|Colorado|2024-02-27, 2024.1571038251366, 0.010118, -0.000535
EPI2906053|A/chicken/South_Dakota/23-035815-001-original/2023|H5N1|NA|2.3.4.4b||poultry|South_Dakota|2023-11-14, 2023.8698630136987, 0.012197, 0.002611
|A/bald_eagle/Washington/24-007953-001/2024|H5N1|NA||B3.6|wild-bird|Washington|2024-03-11, 2024.1926229508197, 0.010809, 0.000024
EPI2906133|A/chicken/Iowa/23-035546-001-original/2023|H5N1|NA|2.3.4.4b|B3.6|poultry|Iowa|2023-11-14, 2023.8698630136987, 0.012191, 0.002605
EPI2906141|A/chicken/Iowa/23-035546-002-original/2023|H5N1|NA|2.3.4.4b||poultry|Iowa|2023-11-14, 2023.8698630136987, 0.012191, 0.002605
|A/skunk/Washington/24-005959-002/2024|H5N1|NA||B3.6|mammal|Washington|2024-02-23, 2024.146174863388, 0.011510, 0.000898
|A/skunk/Washington/24-005959-003/2024|H5N1|NA||B3.6|mammal|Washington|2024-02-23, 2024.146174863388, 0.011510, 0.000898
|A/skunk/Washington/24-005959-004/2024|H5N1|NA||B3.6|mammal|Washington|2024-02-23, 2024.146174863388, 0.011510, 0.000898
|A/skunk/Washington/24-005959-005/2024|H5N1|NA||B3.6|mammal|Washington|2024-02-23, 2024.146174863388, 0.011510, 0.000898
|A/skunk/Washington/24-005959-001/2024|H5N1|NA||B3.6|mammal|Washington|2024-02-23, 2024.146174863388, 0.011510, 0.000898
|A/skunk/Washington/24-005959-006/2024|H5N1|NA||B3.6|mammal|Washington|2024-02-23, 2024.146174863388, 0.011510, 0.000898
EPI2870145|A/turkey/California/23-032623-001-original/2023|H5N1|NA|2.3.4.4b|B3.7|poultry|California|2023-10-24, 2023.8123287671233, 0.009427, 0.000056
EPI2906357|A/pheasant/Iowa/23-034845-001-original/2023|H5N1|NA|2.3.4.4b||wild-bird|Iowa|2023-11-09, 2023.8561643835617, 0.009427, -0.000107
|A/western_gull/California/24-004708-001/2024|H5N1|NA||B3.7|wild-bird|California|2024-01-30, 2024.0806010928961, 0.012202, 0.001833
|A/canada_goose/Missouri/24-006385-003/2024|H5N1|NA||B3.7|wild-bird|Missouri|2024-02-22, 2024.1434426229507, 0.012898, 0.002296
EPI2906237|A/chicken/North_Dakota/23-035040-001-original/2023|H5N1|NA|2.3.4.4b|B3.11|poultry|North_Dakota|2023-11-13, 2023.8671232876711, 0.008739, -0.000836
EPI2869795|A/peregrine_falcon/Minnesota/23-031335-001-original/2023|H5N1|NA|2.3.4.4b||wild-bird|Minnesota|2023-10-12, 2023.7794520547945, 0.008739, -0.000510
EPI2906389|A/chicken/Iowa/23-034842-001-original/2023|H5N1|NA|2.3.4.4b||poultry|Iowa|2023-11-09, 2023.8561643835617, 0.009427, -0.000107
EPI2906349|A/peregrine_falcon/Iowa/23-034846-001-original/2023|H5N1|NA|2.3.4.4b||wild-bird|Iowa|2023-11-08, 2023.8534246575343, 0.010814, 0.001290
|A/canada_goose/Indiana/24-005146-001/2024|H5N1|NA||B3.7|wild-bird|Indiana|2024-02-14, 2024.1215846994535, 0.011504, 0.000983
|A/skunk/Montana/24-007939-001/2024|H5N1|NA||B3.6|mammal|Montana|2024-03-11, 2024.1926229508197, 0.010816, 0.000031
|A/crow/Illinois/24-004479-001/2024|H5N1|NA||B3.7|wild-bird|Illinois|2024-02-08, 2024.1051912568305, 0.010117, -0.000343
|A/crow/Illinois/24-004479-002/2024|H5N1|NA||B3.7|wild-bird|Illinois|2024-02-08, 2024.1051912568305, 0.010117, -0.000343
|A/skunk/Utah/24-008032-004/2024|H5N1|NA|||mammal|Utah|2024-01-10, 2024.025956284153, 0.009970, -0.000195
EPI2868632|A/chicken/Montana/23-030330-002-original/2023|H5N1|NA|2.3.4.4b||poultry|Montana|2023-10-07, 2023.7657534246575, 0.010121, 0.000923
|A/mute_swan/California/24-005918-001/2024|H5N1|NA||B3.6|wild-bird|California|2024-02-06, 2024.0997267759562, 0.010117, -0.000323
EPI2873826|A/turkey/South_Dakota/23-034369-001-original/2023|H5N1|NA|2.3.4.4b|B3.6|poultry|South_Dakota|2023-11-07, 2023.8506849315067, 0.009427, -0.000087
EPI2906245|A/chicken/Oregon/23-034937-001-original/2023|H5N1|NA|2.3.4.4b|B3.6|poultry|Oregon|2023-11-06, 2023.8479452054794, 0.010804, 0.001300
|A/red-tailed_hawk/Oregon/24-008306-001/2024|H5N1|NA|||wild-bird|Oregon|2024-03-14, 2024.200819672131, 0.013617, 0.002802
|A/turkey/Missouri/24-005371-002/2024|H5N1|NA||B3.12|poultry|Missouri|2024-02-17, 2024.129781420765, 0.009427, -0.001125
|A/turkey/Missouri/24-005372-002/2024|H5N1|NA||B3.12|poultry|Missouri|2024-02-17, 2024.129781420765, 0.009427, -0.001125
|A/turkey/Missouri/24-005371-001/2024|H5N1|NA||B3.12|poultry|Missouri|2024-02-17, 2024.129781420765, 0.009427, -0.001125
|A/turkey/Missouri/24-005372-001/2024|H5N1|NA||B3.12|poultry|Missouri|2024-02-17, 2024.129781420765, 0.009427, -0.001125
|A/turkey/Missouri/24-005369-001/2024|H5N1|NA||B3.12|poultry|Missouri|2024-02-07, 2024.1024590163934, 0.010114, -0.000336
